name,time,content
 AMAN-23: China-Pakistan friendship will make the sea more peaceful and secure,"Source：
				,
			,Editor：Lin Congyi,2023-02-13 17:47:29","BEIJING, Feb. 13 -- On February 10, local time, the multinational naval exercise AMAN-23 initiated and organized by the Pakistan Navy officially kicked off in waters near Karachi, Pakistan. Representatives of Chinese participating troops attended the opening ceremony.,The exercise running from February 10 to 14 as scheduled is composed of two parts: harbor and sea phases, with warships, aircraft, special operations forces and many observers from more than 50 countries involved.,""The Chinese troops will mainly participate in the tactical exchanges and warship demonstration at the harbor phase; in terms of the sea phase, the Chinese side is to mainly participate in tactical courses including gunnery firing, counter-terrorism and anti-piracy, and joint search and rescue. We are confident to do well in the exercise,"" said Captain Qiu Maoxuan, commanding officer of the participating guided-missile destroyer Nanning of the Chinese People's Liberation Army Navy (PLAN).,""China is our best friend and an essential power to guarantee peace and security for the sea in the future,” said a Pakistani liaison officer of the exercise, before the official beginning of the exercise. “China-Pakistan friendship will make the sea more peaceful and secure. The Pakistan Navy (PN) has been in cooperation with its Chinese counterpart, and the trend will be strengthened in the future."",The multinational naval exercise AMAN-23 is the 8th of the AMAN series, which has been held every two years since 2007. As one of the major international activities hosted by the Pakistan Navy, the exercise aims to jointly maintain maritime security. In addition to the AMAN series, the navies of China and Pakistan have always maintained interaction and cooperation, as shown by the Sea Guardians-2 PLAN-PN joint maritime exercise held in Shanghai in July 2022.,According to Admiral M Amjad Khan Niazi, the Chief of Naval Staff of the Pakistan Navy, the relationship between the two navies is the embodiment of the all-weather strategic partnership between the two countries, including training exchanges, high-level mutual visits, warship docking, communications at expert level, and regular bilateral exercises. He stressed that the highly professional Chinese PLAN is one of the world's leading navies, and it is in the common interests of Pakistan and China's navies to cooperate in regular activities to ensure maritime security.,
				"
 U.S. invasion of Panama left enduring scars on victims' families,"Source：
				,
			,Editor：Lin Congyi,2023-01-30 09:37:44","PANAMA CITY, Jan. 28 (Xinhua) -- It's poignant for Trinidad Ayola to recall the day when she claimed from the hospital the body of her husband, whose life was taken during the 1989 U.S. invasion of Panama.,Trauma still lingers for Panamanians like Ayola whose families died during the invasion, though the National Mourning Day, which was established last March and falls on Dec. 20 each year, offered a welcome occasion to mourn the loss of hundreds of lives.,""It seems the stars have aligned,"" said Ayola, who took part in a years-long campaign to make the national tragedy officially recognized.,Ayola's husband was a lieutenant in the Panamanian Air Force. ""I could prepare a proper funeral for him, but there were at least 30 families that continued to search for the remains of loved ones who disappeared in the military operation,"" said Ayola.,Casualty numbers vary. The UN estimated around 500 civilian deaths in the month-long battle ending late January 1990, whereas some other organizations said the figure could be 1,000 to 3,000 in total.,""It was not necessary to kill so many people and launch an invasion to defend what they called democracy,"" said Ayola.,Ayola suffered from anxiety and insomnia for the following seven years, and her young daughter experienced emotional stress and trauma.,Panamanians agree that force was disproportionately used to humiliate the small country. The U.S. invasion destroyed homes and businesses, and plunged many into poverty in its wake.,The invasion, dubbed ""Operation Just Cause"" by the United States, was only aimed at protecting American interests, said Ayola.,That still rings true today, she continued, with Washington ""blockading other nations to subdue them, inflicting hunger, lack of health care and misery on them."",
				"
 CCG warns away Japanese vessels trespassing into Chinese territorial waters off Diaoyu Islands,"Source：
				,
			,Editor：Chen Zhuo,2023-01-30 21:55:08","BEIJING, Jan.30 -- Five Japanese vessels including the Shinsei Maru illegally entered China’s territorial waters off the Diaoyu Islands on Monday. China Coast Guard (CCG) ships took necessary control measures against the five Japanese vessels according to law and warned them away, said Gan Yu, a spokesperson for the CCG.,“The Diaoyu Island and its affiliated islands are China's inherent territory. The CCG vessels carried out legitimate maritime rights protection and law enforcement activities in sea areas under China’s jurisdiction, on which the Japanese side has no right to make irresponsible remarks, said Gan Yu.,He also urged the Japanese side to immediately stop all illegal activities in this sea area and make sure that similar incidents will not happen again.,
				"
,,"BEIJING, Feb. 6 -- From February 3 to 4, local time, the Chinese 42nd and 43rd naval escort taskforces carried out a multi-subject joint training exercise in the Gulf of Aden and waters off Somali.,At 9:00 am on February 3, the comprehensive supply ship Kekexilihu (Hull 903) of the 42nd Chinese naval escort taskforce acted as a merchant ship. Ship Huainan (Hull 123) and ship Rizhao (Hull 598) of the 42nd escort taskforce, and the ship Nanning (Hull 162), ship Sanya (Hull 574) and ship Weishanhu (Hull 887) of the 43rd escort taskforce were deployed around the simulated merchant ship and kept on high alert.,During the joint escort exercise, the two escort taskforces took turns to undertake command. They maintained close coordination, kept in touch with the ""merchant ship"" in real time, and conducted multiple anti-terrorism and anti-piracy drills. The guided missile destroyer Huainan also sent a ship-borne helicopter to patrol forward.,It is learned that the 42nd Chinese naval escort taskforce has completed escort tasks for 29 Chinese and foreign ships in 20 batches when on duty. Next, the two taskforces will hold a handover ceremony in waters of the Gulf of Aden, after which the 43rd Chinese naval escort taskforce is to independently carry out the following escort tasks."
" Plateau scouts carry out training at altitude of 5,800 meters","Source：
				,
			,Editor：Lii Jiayao,2023-02-03 21:29:41","BEIJING, Feb. 3 -- A combined-arms brigade under the Chinese People's Liberation Army (PLA) Xizang Military Command organized a multi-subject training event for its reconnaissance detachment in a hinterland of the Himalayas with an altitude of more than 5,800 meters. Complex terrain and changeable weather made this area a perfect natural training ground for plateau scouts.,During the training, the biggest challenge was climbing the 30-meter-high, almost vertical ice wall. This is a natural marine glacier with strong ice activity and a steep and slippery ice surface.,Danzeng Chilie assigned to the reconnaissance detachment was once a member of the Snow Wolf Extreme Climbing Team before joining the military. He had participated in the support work of elevation measurement of Mount Everest three times. In this mission, he volunteered to be the lead climber.,The lead climber must face the double test of physical strength and skills. The cracks on the ice surface and the broken ice that fell from time to time made the process more difficult. Danzeng Chilie used ice axes to remove the soft ice, drove the cones into the ice wall to set up fixed points, and planned the climbing route for his team members. After reaching the top of the ice wall, he quickly built a protection station to help others climb to the top. Later, all troops followed the planned route, overcame difficulties, and successfully climbed to the top.,The training covers more than 20 kilometers. After more than seven hours, all team members overcame plateau hypoxia, broke through their physiological limits, arrived at the target area on time and completed the reconnaissance mission., ,
				"
" Chinese naval ship Nanning to participate in multinational naval exercise
","Source：
				,
			,Editor：Li Jiayao,2023-02-08 10:27:30","BEIJING, Feb. 8 -- At the invitation of the Pakistan Navy, the guided-missile destroyer Nanning of the Chinese People's Liberation Army Navy (PLAN) will participate in the multinational naval exercise AMAN (Peace)-23 in waters near Karachi, Pakistan, from February 9 to 14, according to a statement released by China's defense ministry on Wednesday.,
				"
 Reservists Law important for national defense and military development: Defense spokesperson,"Source：
				,
			,Editor：Li Jiayao,2023-01-13 23:25:35"," It is reported that the Standing Committee of the National People's Congress (NPC), China's top legislature, has recently adopted the Reservists Law of the People's Republic of China. What's your comment on the significance of enacting this law? What are the important policies and institutions proposed in the law?, On December 30, 2022, the 38th Session of the Standing Committee of the 13th National People's Congress reviewed and adopted the Reservists Law of the People's Republic of China. On the same day, Chinese President Xi Jinping signed the No. 127 presidential order, promulgating that the law will come into force on March 1, 2023. The Reservists Law is an important legislation for national defense and military development. It will act as a fundamental and comprehensive law to regulate the work of reservists' affairs in all aspects and marks an important achievement in the reform of military policies and institutions. It will be of great significance to strengthening law-based construction of the ranks of reservists and promoting the transformation and development of the PLA's reserve force.,Guided by the Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, the Reservists Law implements the Xi Jinping Thought on Strengthening the Military, upholds the Party's absolute leadership over the military and upholds an overall national security outlook, implements the military strategy for the new era. Oriented to military needs, directed by combat preparedness, and focused on quality construction, the law strives to improve the reservists' level and ability to perform their missions and tasks. As for institutional design, the law features an integrated service process of ""selection, training, appointment, management, recruitment and retirement"", striving to build a complete set of institutions targeting the reservists, which are clearly oriented, authorized and normalized with supporting systems for the new era. The promulgation and implementation of the law marks a breakthrough in the reform of the reservist system, will certainly facilitate recruiting talents from a larger scope, broader fields and at higher levels, strengthening the construction of the ranks of reservists in all areas from an even higher starting point. The law provides a strong legal guarantee for promoting the transformation and development of the PLA's reserve force in the new era.,The law, composed of 65 articles in 10 chapters, comprehensively regulates the leadership and management system, identity attribute and classification of reservists, as well as their military ranks, selection and replacement, education and training, promotion and appointment, routine management, recruitment, benefit guarantee, retirement, and legal responsibilities. The law aims to strengthen the reservists' concept of serving in accordance with the law by clearly defining their mission and identity; to realize specialized and refined management of reservists by establishing the classification and grading system and opening up channels for capacity development; to incentivize the whole society to respect and give preferential treatment to the reservists by improving the honor and treatment system; and by clarifying legal responsibilities, to build a healthy institutional environment with well-defined power and responsibility in a normative and well-organized way, and promote the formation of a new pattern of military-led, military-civilian coordination, and the performance of responsibilities in accordance with law.,
				"
 Chinese peacekeepers safeguard peace with practical actions,"Source：
				,
			,Editor：Huang Panyue,2023-02-03 20:52:17","Leaving Beirut, capital of Lebanon, all along the coastal highway southward and passing through bustling towns, you can see more checkpoints and armored vehicles of the United Nations peacekeeping force on road. In the south Lebanese city of Tyre about an hour and a half drive from here lies the barrack of the Chinese peacekeeping contingent. ,Since China’s first batch of peacekeeping contingent deployed to Lebanon in 2006, the Chinese peacekeepers have successfully completed all tasks assigned by the United Nations Interim Force in Lebanon (UNIFIL), serving to fulfill peacekeeping missions, passing on peace and friendship, and winning high acclaim from the UNIFIL headquarters, the Lebanese government and the local people.,The area adjacent to the Blue Line, the border demarcation between Lebanon and Israel, is mountainous, covered with dense vegetation and with a distant seascape at sight. In the dense forest, thousands of minefields are scattered and hundreds of thousands of mines are buried. ,One of the main tasks of the 21st Chinese peacekeeping multi-role engineer detachment to Lebanon is to clear mines and dispose of explosive ordnance therein. Wearing protective clothing and testing the mine detector, Chen Qian, a mine-sweeping operator, and his comrades-in-arms, stepped into a minefield through a safe passage surrounded by barbed wires and began the day's work. ,Since arriving in Lebanon to carry out demining missions, Chen Qian has safely cleared more than 50 landmines. ""When I dug the first mine here, I was very nervous, having my heart in my mouth."" It was summer at that time, and Chen’s heavy protective gears got soaked in less than a minute; however, he had to take over 20 minutes to get a mine dug out after confirming its location. ""At the moment when I saw the mine detonated, I was very excited and also had a sense of achievement. No matter how dangerous mine-sweeping task is, there must be someone to undertake it. I have determined to accomplish tasks assigned and fulfill responsibilities,"" he said. ,On the site, he insisted on carefully disposing of it in accordance with standard operating procedures, though he has been quite familiar with the minefield in front. Pulling the cordon, he began to trim the bushes nearby, starting from the top of the bush and cutting only 20 cm at a time. ""The minefield was laid in the 1970s. Due to vegetation growth, rain erosion and other reasons, many mines have been displaced, wrapped up in tree roots or hidden in the grass. Outside the cordon, no one knows where mines are exactly, and we can't afford to make the slightest mistake,"" he introduced, methodically carrying out a series of operations, including signal source positioning, comprehensive excavation, and mine marking. With the issuance of the detonation order, all four mines cleared on the same day were destroyed. ,Since deployed to the mission area in August 2022, the 21st Chinese peacekeeping multi-role engineer detachment to Lebanon has obtained the mine clearance and Explosive Ordnance Disposal (EOD) qualifications awarded by the UN in the shortest possible time, having cleared minefields of more than 3,700 square meters with more than 850 mines disposed of. ""The Chinese mine-sweeping operators are not afraid of danger and difficulties, and have always maintained a record of ‘zero accident’ and zero ‘casualties’, making outstanding contributions to maintaining the peace and stability in the southern Lebanon region,"" said Major General Aroldo Lázaro Sáenz, Head of Mission and Force Commander of the UNIFIL.,Going abroad, peacekeeping contingents serve as a representative of the image of China. They have to complete various tasks assigned while involved in or carrying out various activities for exchanges, with a view to displaying the demeanor of the Chinese servicemen and enhancing friendship and mutual trust with their counterparts.,Composing Chinese Spring Festival couplets, making paper-cuts for window decoration, and wrapping dumplings, Brigadier General Bruno Helluy, chief of staff of UNIFIL, and his entourage came to the Chinese camp to pay New Year's greetings to the peacekeepers on the eve of Spring Festival, and celebrate the arrival of the Chinese New Year of the Rabbit with them on the spot. After watching the performances like the dragon dance, lion dance and tea art show, Tian Yuan, deputy head of the foreign affairs unit of the multi-role engineer detachment, introduced the origin and some customs of the Spring Festival to Brigadier General Bruno. ""I'm glad to experience the Chinese New Year in person on the spot,"" said Brigadier General Bruno. ""People from different countries gather here to exchange and learn from each other. We also have an even deeper understanding of the Chinese culture."",The Chinese peacekeeping contingent and its Cambodian counterpart are the only two UNIFIL troops with mine clearance and Explosive Ordnance Disposal (EOD) qualifications at present. For a long time, the two sides have carried out exchanges focusing on subjects including the implementation of peacekeeping missions, troop building, emergency defense, and safe and efficient mine clearance, and have visited the minefields of the other side from time to time for field research and study. On January 23, the Cambodian peacekeepers visited the camp of the Chinese peacekeeping contingent to try on the Chinese protective gears, experience mine detectors, and exchange experience in mine clearance and EOD. ""We are very pleased to come to the Chinese peacekeeping camp for exchanges during the Spring Festival. Many thanks to the Chinese peacekeeping contingents for back-up to us,"" said Zhai Xishuo, commander of the Cambodian peacekeeping contingent, after the event.,Since arriving in the mission area, the multi-role engineer detachment has completed various forms of China-foreign military exchanges and joint exercises and training with excellence such as the Iron Storm multinational exercise and the Angel Rescue exercise. At the same time, it has vigorously carried out cultural exchanges with nearby villages, schools and friendly forces, held other activities like ""Chinese Culture Festival"", displaying the image and quality of the Chinese service members, and making friends with the UNIFIL friendly forces and the local people.,In addition to the multi-role engineer detachment, the 21st Chinese peacekeeping contingent to Lebanon also includes the construction engineer detachment and the medical detachment. The two detachments deployed at different localities in the peacekeeping mission area in southern Lebanon are responsible for many tasks such as engineering construction and construction, medical aid and humanitarian relief.,Since August in 2022, the engineer detachment has completed more than 30 construction tasks with high standards, including the fortification renovation for the UNIFIL headquarters, the fence renovation in the Nepalese camp, and the lifting and replacement of the generator set in the Malaysian camp, acting as a strong back-up force to its foreign counterparts.,From hand debridement and suture to elbow abscess removal, from refugee rescue to medicine donation, the medical detachment has provided humanitarian medical assistance such as emergency treatment and free clinics to the local people within its own capability, while providing high-quality and efficient medical support for more than 4,000 peacekeepers and employees therein.,Thirteen-year-old Abeid left Syria for Lebanon with his parents to avoid war and has been living in a village on the Lebanese-Israeli border. He got injured in a motorcycle collision when going out. Abeid's father turned to the Chinese military hospital with the medical contingent for help after his initial diagnosis and treatment in a local hospital, because he could not afford the high follow-up diagnosis and treatment expenses. After an over-10-day treatment, Abeid recovered step by step. The members of the medical detachment also sent yogurt, biscuits, bread, bedding, etc. on a special trip after learning about the miserable life of Abeid’s family. ""War has displaced us and deprived us of our beloved ones, but we have felt the love of Chinese doctors like relatives. Thank you,"" said Abeid's father.,Since 2006, China has dispatched more than 7,000 peacekeepers to Lebanon, removed more than 15,000 mines and unexploded ordnance of various kinds, and provided medical assistance to more than 87,000 local residents, having effectively promoted the realization of UNIFIL's peacekeeping objectives. As highlighted by Aroldo Lázaro Sáenz, Head of Mission and Force Commander of the UNIFIL, China has played an important role in safeguarding world peace, and he would like to extend gratitude to China for its contribution to the United Nations peacekeeping cause in Lebanon.,""Going abroad to participate in international peacekeeping operations, I have felt a great sense of responsibility and viewed it as a glorious mission,"" said Yan Xiaoliang, commanding officer of the 21st Chinese peacekeeping contingent to Lebanon. “Chinese people love peace and know the value of peace. We will continue to faithfully perform the peacekeeping mission, resolutely complete the peacekeeping missions assigned, make positive contributions to safeguarding lasting peace in southern Lebanon, and safeguarding peace with practical actions."", ,
				"
 Chinese peacekeepers to South Sudan (Wau) complete road survey mission,"Source：
				,
			,Editor：Li Wei,2023-01-16 17:30:14","BEIJING, Jan.16 -- The 13th Chinese peacekeeping engineering contingent to South Sudan (Wau) successfully completed a seven-day survey mission for the main supply route repair as assigned by the United Nations Mission in South Sudan (UNMISS). ,Under the escort of the Bangladesh peacekeeping infantry battalion, the peacekeepers of 13th Chinese peacekeeping engineering contingent undertook the comprehensive survey of the 100km-odd long main supply route from Deim Zubeir to Raga. ,In this mission, the Chinese peacekeepers travelled more than 700 km and surveyed over 80 kilometers of damaged roads, 4 bridges and 19 culverts through on-the-spot survey, photo recording, 3D modeling and other technical methods. They accurately acquired detailed data on the road conditions of each section, and preliminarily knew the local social and communication conditions near the construction sites, laying a solid foundation for the following formulation of construction plan.,It is learned that the supply route is the main road in Western Bahr El Ghazal of South Sudan, linking Wau, Deim Zubeir and Raga, and is also the lifeline for the UNMISS to deliver supplies and provide humanitarian assistance. As some sections of the supply route had been eroded with gullies and seriously damaged bridges, the normal transportation and daily life of local residents had been severely affected.,During the mission, the Chinese peacekeepers also proactively carried out humanitarian relief, with military medics providing treatment to the local sick children who came for help, winning high acclaim from the local residents., ,
				"
 China Coast Guard achieves fruitful results in maritime drug control in 2022,"Source：
				,
			,Editor：Huang Panyue,2023-01-12 18:20:16"," ,BEIJING, Jan.12 -- In 2022, China Coast Guard (CCG) launched the “Blue Sea 2022” special law enforcement operation to curb the smuggling of toxic substances both at home and abroad at sea, in view to building a maritime prevention and control system. A total of 1.12 tons of drugs and 1.2 tons of materials to make drugs were seized throughout the year, with 3 super large drug trafficking gangs wiped out and 37 suspects arrested. , In 2022, CCG bureaus at all levels successfully detected a series of major drug cases, with a focus on strengthening the patrol of waters with frequent drug-related incidents and cutting off the channels of maritime trafficking of drugs and drug-making products. They deepened cooperation with public security, customs and other departments, and established the mechanisms for regional information sharing and joint investigation. In addition, they gave full play to the service platform of 95110 hotline, rendering the public complaint channel and mobilizing them to participate in the fight against drugs. ,In 2023, the CCG will further strengthen the information guidance and investigation mechanism, strengthen the capacity building of the law enforcement teams, improve the efficiency of maritime patrols and the cooperation mode of anti-drug law enforcement, to effectively intercept the entry and exit of drugs through maritime channel.,
				"
 10th Chinese peacekeeping medical contingent to Mali sets up free clinic,"Source：
				,
			,Editor：Lin Congyi,2023-02-10 10:29:21","BEIJING, Feb.6 -- At the invitation of the Sector East of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) and the local government, the 10th Chinese peacekeeping medical contingent to Mali went to the Rand School in Gao on February 1 to provide free medical clinic.,The Chinese peacekeeping medical contingent has sent out an expert team of 16 doctors from multiple clinical disciplines, including respiration, digestion, gynecology and pediatrics, epidemic prevention, and laboratory medicine, to offer free diagnosis and treatment for teachers and students in schools against seasonal epidemics, infectious diseases, and other common and frequently-occurring diseases.,During the breaks, the Chinese expert team also visited the school hospital and carried out communication activities. The backbone doctors provided on-site teaching and technical assistance to help improve the diagnosis and treatment level of the local hospital.,And the Chinese medical contingent also donated food, medicine, health and epidemic prevention materials, as well as other school supplies, to the school on the same day.,Representatives of Rand School expressed their sincere gratitude for the clinic and donation of the Chinese peacekeeping medical contingent, and highly praised the on-site help and guidance of Chinese medical experts. Commander of the Sector East of the MINUSMA, who participated in the event, also gave his thumbs up to the Chinese medical team.,
				"
