name,time,content
Japan should learn lessons from history and avoid beggar-thy-neighbor path: Defense Spokesperson,"Source：,Editor：Li Wei,2022-12-29 19:44:42","BEIJING, Dec. 29 -- The China-related contents in the security documents newly revised by the Japanese government deliberately exaggerated the so-called ""China threat"", smeared China's buildup of national defense and armed forces as well as its normal military activities, grossly interfered in China's internal affairs, and created regional tension, said a Chinese defense spokesperson at a regular press conference on Thursday.,Senior Colonel Tan Kefei, a spokesperson for China's Ministry of National Defense, made the remarks when asked to comment on Japan's newly revised security documents, which labeled China as an ""unprecedented strategic challenge"", included contents about Japan's defense spending increase and the Taiwan question, and also claimed that Japan would possess the ""counterattack capability"" to strike missile launch sites in enemy states.,""In recent years, Japan has seriously violated its own Pacificist Constitution and 'self-defense-only' policy,"" said Tan, adding that on the pretext of so-called external threats, Japan has massively increased its defense spending, stepped up military technology research and development in such areas as space, anti-missile defense and hypersonic weapons, and intensified military cooperation with the US. ,The spokesperson also pointed out that Japan sought to develop the so-called ""counterattack capability"", clamored about ""nuclear sharing"" with the US, and eagerly joined the targeted small cliques following certain countries. ""Japan has become a real challenge to regional peace, security and stability"", he remarked. ,Regarding to the Taiwan question, Tan made it clear that Taiwan is part of China, and the Taiwan question is purely China's internal affair. He recalled that the aggressive war against China waged by Japan had brought a severe disaster to the Chinese people, including the compatriots in Taiwan. Besides, Japan had admitted in its four political documents that the government of the People's Republic of China (PRC) is the only legitimate representative of China, and that it fully understands and respects the Chinese government's stance that Taiwan is an inalienable part of the Chinese territory. Therefore, what Japan should do now is to remember history, reflect on its crimes, keep its commitments, and watch its words and deeds.,Tan sternly warned that the Japanese side should learn lessons from history, refrain from muddying the waters and pursuing selfish gains on the Taiwan question, and avoid getting on the old beggar-thy-neighbor path that turns neighbors into enemies. It should do more to preserve regional peace and stability instead."
Chinese military slams US arms sales to Taiwan,"Source：,Editor：Lin Congyi,2022-12-30 23:58:10","BEIJING, Dec. 30 -- ""China has always been firmly opposed to the US arms sales to China's Taiwan region. The US's move is a serious violation of the one-China principle and the provisions in the three China-US joint communiqués, especially the August 17 Joint Communique of 1982,"" said Senior Colonel Tan Kefei, spokesperson for China's Ministry of National Defense, in a statement released on Friday.,According to a recent media report, the US State Department had approved the sale of anti-tank mine-laying systems worth about USD 180 million to China's Taiwan region.,The move has damaged China's sovereignty and security interests, emboldened the ""Taiwan independence"" separatist forces and harmed the peace and satiability of Taiwan Strait, said the spokesperson, adding that China is strongly dissatisfied with such move and will take resolute countermeasure.,The spokesperson also pointed out that the US side is full of delusion with attempts to curb China's development and impede China's reunification by playing the ""Taiwan Card"". ""We urge the US side to stop arms sales to and military connection with Taiwan, stop creating new tensions across the Taiwan Strait, and stop sending wrong signals to 'Taiwan independence' separatist forces. Otherwise, US will draw fire against itself and bear all the consequences arising therefrom,"" stressed the spokesperson at the end of the written statement., "
Chinese military rebuts US military's smear on aircraft encounter,"Source：,Editor：Lin Congyi,2023-01-01 10:00:40","BEIJING, Jan. 1 -- The Chinese PLA Southern Theater Command released a written statement on Saturday night to rebut the US military's recent smear, saying that the US deliberately misled the public opinion, distorted fact, blamed the innocent and attempted to fool the international community.,The US Indo-Pacific Command recently claimed in a statement that a PLAN J-11 fighter jet performed a so-called ""unsafe maneuver"" against a USAF RC-135 plane. Air Force Senior Colonel Tian Junli, spokesperson for the Chinese PLA Southern Theater Command, said in a statement in response to media that the US military's statement ignores facts and is nothing but slander and speculation. ,The spokesperson pointed out that on December 21, a US RC-135 aircraft conducted intentional close-in reconnaissance in the vicinity of China's southern coastline and the Xisha Islands of Hainan province. The PLA Southern Theater Command deployed air assets to track and monitor the US aircraft throughout the process. During the process, in disregard of repeated warnings from the Chinese pilot, the US aircraft abruptly changed its flight attitude and forced the Chinese aircraft to the left. Such a dangerous approaching maneuver seriously affected the flight safety of the Chinese military aircraft, seriously violating the US-China Memorandum of Understanding (MOU) On the Rules of Behavior for the Safety of Air and Maritime Encounters and the relevant international laws and practices. ,The spokesperson stressed that the Chinese pilot handled the incident in accordance with relevant laws and regulations, and conducted professional and standard operations, which fully demonstrated the Chinese military's responsible attitude towards regional security and the safety of front-line personnel. ,""We sternly demand the US side to restrain the operations of its front-line air and naval troops, strictly abide by relevant international laws and agreements, and prevent any accidental event at sea and in the air,"" said the spokesperson at the end of the statement, adding that the Chinese military will always stay on high alert and firmly perform their duties and missions to safeguard China's sovereignty and security.,
,
, ,This video released by the Chinese PLA Southern Theater Command shows that the US RC-135 aircraft abruptly changed its flight attitude and performed dangerous approaching maneuver at 11:25:17 a.m. (Beijing Time) on December 21, 2022. , , , "
"Chinese defense minister delivers video speech at SCO, CIS defense ministers’ meeting","Source：,Editor：Li Weichao,2022-12-10 14:41:19","BEIJING, Dec.10 -- Chinese State Councilor and Defense Minister General Wei Fenghe attended and addressed the meeting of the Shanghai Cooperation Organization (SCO) and the Commonwealth of Independent States (CIS) defense ministers via video link upon invitation on December 9, 2022.,General Wei said the world is now in a period of turbulence and transformation, and the game of solidarity and division, cooperation and confrontation has become increasingly prominent. The 20th National Congress of the Communist Party of China (CPC), which just successfully convened, made it clearer that building a community with a shared future for mankind is the path we must take to meet security challenges, get out of development difficulties, and achieve lasting peace and stability. We should replace division with solidarity, confrontation with cooperation, and exclusion with inclusiveness. ,General Wei noted that China has demonstrated its responsibility as a major country in the face of changes and crises. China's development provides more opportunities for the world, and the Chinese military contributes to world peace and tranquility. ,China's core interests are inviolable. Taiwan is China's Taiwan, and no external force has the right to interfere in the Taiwan question. The Chinese armed forces have the firm will and strong capability to defeat all invading enemies and resolutely safeguard national reunification. No one should underestimate the rock-solid resolve of the Chinese military, stressed the defense minister.,In the face of multiple security challenges on the Eurasian continent, countries should carry forward the spirit of the UN Charter, practice the Global Security Initiative, uphold the Shanghai Spirit, strengthen coordination and cooperation among all parties, properly handle hotspot issues, and jointly contribute to lasting peace and common prosperity in the region, General Wei said., "
"Chinese defense minister delivers keynote speech at fifth defense forum between China, LAC countries","Source：,Editor：Li Weichao,2022-12-13 18:41:57","BEIJING, Dec. 13 -- Under the theme of ""Peace and Cooperation"", the Fifth Defense Forum China-Latin American and the Caribbean States was held via video link on December 13, 2022, in which leaders from the defense (security) departments and militaries of 24 Latin American and Caribbean (LAC) countries participated. Chinese State Councilor and Defense Minister General Wei Fenghe also attended the forum and delivered a keynote speech.,General Wei said that under the joint leadership of Chinese President Xi Jinping and the leaders of LAC countries, China-LAC relations have entered a new era featuring equality, mutual benefit, innovation, openness and tangible benefits for the people. ,In the face of complex and challenging international and regional situations, China and LAC countries should work together to cope with risks and challenges, strengthen solidarity and cooperation, build a stronger security barrier, and strive to form a new pattern of omni-dimensional, wide-ranging, and multi-channel defense cooperation. We will make new and greater contributions to regional and world peace and stability and to the building of a community with a shared future for mankind, noted General Wei.,Representatives of the LAC countries at the meeting said that the LAC-China defense forum has provided an important platform for both sides to deepen defense and security cooperation, and has played an important role in promoting defense cooperation between the two sides. They thanked China for its valuable support to LAC countries in the field of defense and security, and looked forward to further strengthening solidarity and coordination with China to achieve new progress in defense cooperation between the two sides., "
Medal of Republic recipient Zhang Fuqing dies at 97,"Source：,Editor：Chen Zhuo,2022-12-22 16:40:54","By JIANG CHENGLONG,Zhang Fuqing, a former combat hero who made meritorious achievements during the War of Liberation (1946-49) and received China's highest State honor, died on Tuesday night, Xinhua News Agency reported.,The recipient of the Medal of the Republic passed away in Wuhan, Hubei province, at the age of 97 after medical treatment failed, it said.,Zhang was born in Yangxian county, Shaanxi province in 1924.He joined the People's Liberation Army and the Communist Party of China in 1948.,When serving in the Northwest Field Army, one of the main forces of the PLA during the Liberation War, he had made numerous contributions to the victories of key battles, especially those in Northwest China, and was awarded plenty of honors by the Army, including the distinguished-class merit, first-class merit and the honorary title of ""Combat Hero"" twice.,In 1955, he retired from the army and chose to work as a grassroots official in remote and mountainous Laifeng county, in Hubei province, even though it is more than 400 kilometers from his hometown in Shaanxi province.,In Laifeng, Zhang successively served in various jobs in the county until his retirement in 1984, including the departments of grain management and foreign trade, and the Laifeng branch of China Construction Bank.,However, for more than 60 years, the outstanding former soldier kept all of his previous achievements in the military a secret, even from his family.,It wasn't until the local veterans' affairs bureau began collecting ex-servicemen's information in 2018 that Zhang's certificates and medals of honor were revealed.,In 2019, Zhang was awarded the Medal of the Republic, the country's top State honor, by President Xi Jinping in a commemoration marking the 70th anniversary of the founding of the People's Republic of China.,In the past over six decades, he wrapped the medals and certificates he had received in the military in cloth and kept them in a leather box.,""Many of my comrades sacrificed their lives in the war. Compared to them, how could I take out any of the medals and show off my achievements?"" Zhang said.,""One by one, they fell. I think about them all the time. I cannot forget."""
Destroyer Jinan performs self-sufficient technical support in Joint Sea 2022,"Source：,Editor：Chen Zhuo,2022-12-22 19:56:43","At 4 pm on December 21, the opening ceremony of the Joint Sea 2022 naval exercise between the Chinese and Russian navies was held in certain waters of the East China Sea. Rear Admiral Wang Yu, the executive director of the Joint Sea 2022 from the Chinese side, said that this year coincides with the 10th anniversary of the China-Russia Joint Sea exercises. Over the past decade, the navies of the two countries have enjoyed a high degree of mutual trust and close coordination, steadily improved their ability to jointly respond to security threats, which demonstrates their firm determination to safeguard world peace and regional stability. ,For this exercise, the Chinese vessels did not invite technicians from the ship manufacturer to come for onboard support during the exercise. According to Zhao Yingming, the deputy commanding officer of the guided-missile destroyer CNS Jinan, sufficient onboard technical talents could guarantee the solutions to almost all the technical problems encountered. Ning Yuanjuan, a female sailor enlisted as a college student who once won the military’s third-level prize for achievements in electronic countermeasure reconnaissance technology, is one of them. Proficient in her specialty, Ning has been daily growing into a technical expert.,It is learned that in order to improve the support ability of the crew members, CNS Jinan had clarified the working process and supporting mechanism, which were translated into detailed, easy-to-understand graphics and forms. New crew members must get familiar with them and pass the assessment targeting professional technical difficulties before they could get the certificates for posts. ""The more you know about the equipment at your operation, the more confident you will be in troubleshooting on your own,"" Zhao said.,The absence of external technicians has also been a result of the innovation of support means. For instance, the on-site solution by the manufacturer's technicians in the past has been changed to remote guidance. Song Junguo, a squadron leader of CNS Jinan, shared his experience that once the crew couldn't find out the problem of a failed certain equipment module after repeated inspections while training at sea. Through remote consultation with experts online, the equipment was restored by on-site maintenance personnel under the guidance of these experts. ,""If we totally rely on the manufacturer whenever encountering difficulties rather than forcing ourselves to study and solve the difficulties and cultivating technical talents, we would have hidden dangers left in building combat effectiveness, and suffer losses in wartime,"" said Wang Xiao, vice political commissar of the warship. It is understandable to have a moderate number of aids to assist the training process at the very beginning, and to help form the troops’ combat effectiveness as soon as possible. However, in the long run, a lack of awareness to strengthen our own talent development will slow down the pace of training and growth of troops., "
China-Russia joint naval exercise kicks off,"Source：,Editor：Li Weichao,2022-12-21 16:17:41","ZHOUSHAN, Dec. 21 -- Based on the annual cooperation schedule between the Chinese and Russian militaries, the navies of the two countries will hold joint military exercise, Joint Sea 2022, in the East China Sea from December 21 to 27.,The Chinese participating naval ships set sail from a military port in Zhoushan, Zhejiang Province, on December 20. And the Russian naval ships departed from Vladivostok on December 17 and will arrive at the rendezvous point on December 21 as scheduled.,Concentrating on ""joint maintenance of maritime security"", the exercise involves joint operations on blockade and control, visit, board, search and seizure (VBSS), air defense, rescue, anti-submarine, and others.,By further highlighting real combat capability and innovation, the joint exercise will consolidate the achievements gained from joint maritime exercises between the Chinese and Russian navies in the past 10 years, raise the level of mutual trust between the two navies, and promote the establishment of a joint maritime patrol mechanism. It will demonstrate the determination and capability of the two sides to jointly respond to maritime security threats and maintain international and regional peace and stability, and promote the innovative development of bilateral naval cooperation from a higher point and to a higher level.,The Chinese participating naval forces come from the Chinese People’s Liberation Army (PLA) Eastern and Northern Theater Commands, including destroyers Baotou and Jinan, frigates Binzhou and Yancheng, supply ship Gaoyouhu, as well as submarine, fixed-wing early warning aircraft and anti-submarine patrol aircraft. And the Russian Navy will be represented by missile cruiser Varyag, frigate Marshal Shaposhnikov, corvettes Aldar Tsydenzhapov and Sovershenny, and supply ship Pechanga.,Since 2012, the series of China-Russia “Joint Sea” exercises have become a stable cooperation platform and communication channel for the two navies to elevate strategic mutual trust, enhance traditional friendship, and improve the capability of joint maritime operations, said Senior Captain Gao Xiucheng, a spokesperson for the Chinese navy, on December 20., "
All members of 8th Chinese peacekeeping infantry battalion to South Sudan (Juba) return home,"Source：,Editor：Li Wei,2022-12-26 19:33:11","TIANJIN, Dec.26 -- The second batch of the 8th Chinese peacekeeping infantry battalion to South Sudan (Juba) arrived at Tianjin Binhai International Airport by chartered plane, marking that the 8th Chinese peacekeeping infantry battalion to South Sudan (Juba) successfully completed the 12-month peacekeeping missions and all returned to China. ,The members of the 8th Chinese peacekeeping infantry battalion to South Sudan (Juba) were mainly selected from the PLA 82nd Group Army. Since the deployment to the mission area, the peacekeepers have completed 15 long patrols, 24 short patrols, 11 armed escorts, and 216 city patrols, with a total mileage of more than 27,000 kilometers, and carried out more than 40 civilian-military coordination activities, together with more than 30 activities to protect the rights and interests of women and children. The battalion has won high acclaim from the United Nations Mission in South Sudan (UNMISS), the local government and the people. ,The battalion was awarded the commendation of the command of the UNMISS, and 201 peacekeepers won the individual commendation by the commander of the UNMISS and the commander of the UNMISS Sector Juba. All members received the United Nations Peace Medals of Honor., "
China issues guideline on supporting veterans in starting businesses,"Source：,Editor：Chen Zhuo,2022-12-27 08:02:35","BEIJING, Dec. 26 (Xinhua) -- Chinese authorities have unveiled a guideline to support demobilized military personnel in starting businesses and engaging in innovation.,Financial support, such as increased guaranteed loans, will be tilted toward business startups run by ex-service members, according to the document issued by the Ministry of Veterans Affairs in collaboration with 20 other departments.,Other supporting measures include tax and fee reduction, preferential policies in rental payments and subsidies, and entrepreneurship training.,The move aims to enhance veterans' capabilities of running businesses and pursuing innovation, expand their participation in the market, and create more employment for ex-service members, the guideline said."
"China, Russia conclude joint naval exercise","Source：,Editor：Lin Congyi,2022-12-27 20:23:53","ABOARD DESTORYER JINAN, Dec. 27 (Xinhua) -- Chinese and Russian navies concluded a seven-day joint naval exercise Tuesday in the East China Sea.,The drill, the 11th of its kind since 2012, was conducted in waters east of the area stretching from Zhoushan to Taizhou, east China's Zhejiang Province.,It was held in accordance with the annual cooperation schedule between the two militaries.,Despite severe sea conditions, the two navies completed joint operations covering measures including blockade and control, rescue, anti-submarine, and air defense.,This joint exercise proved another successful example of cooperation between the Chinese and Russian navies, said Major General Wang Yu of the Chinese navy."
Xi exchanges congratulations with governor-general of Antigua and Barbuda over 40th anniversary of diplomatic ties,"Source：,Editor：Wang Xinjuan,2023-01-01 20:36:41","BEIJING, Jan. 1 (Xinhua) -- Chinese President Xi Jinping on Sunday exchanged congratulations with Antigua and Barbuda's Governor-General Rodney Williams on the 40th anniversary of diplomatic relations between the two countries.,Noting that Antigua and Barbuda is China's important cooperative partner in the Caribbean, Xi said that since the establishment of diplomatic ties 40 years ago, bilateral relations have been developing smoothly with ever stronger political mutual trust, fruitful practical cooperation and ever deeper friendship between the two peoples.,Since the outbreak of the COVID-19 pandemic, the two sides have come to each other's aid and navigated through the difficulties together, writing a new chapter in the friendly relations between the two countries, Xi said.,Expressing that he attaches great importance to the development of bilateral relations, Xi said he stands ready to work with Williams to take the 40th anniversary of diplomatic ties as a new starting point to deepen cooperation in various fields, promote high-quality Belt and Road cooperation, and open up an even better future for China-Antigua and Barbuda relations.,For his part, Williams said Antigua and Barbuda is very happy to join the Chinese side in celebrating the anniversary, which is an important milestone in bilateral relations.,In recent years, under the leadership of Xi, the relationship between the two countries has grown closer, Williams said, adding that Antigua and Barbuda will continue to work to maintain and strengthen the existing sound relations between the two countries.,Also on Sunday, Chinese Premier Li Keqiang exchanged congratulations with Antigua and Barbuda's Prime Minister Gaston Browne.,Li said China is willing to make joint efforts with Antigua and Barbuda to take the 40th anniversary of diplomatic relations between the two countries as an opportunity to promote the continuous and in-depth development of China-Antigua and Barbuda friendly cooperative relations to deliver more benefits to the people of the two countries.,Browne said that since the establishment of diplomatic ties, bilateral relations have been maturing, noting that Antigua and Barbuda has always pursued the one-China policy.,China has provided generous assistance for Antigua and Barbuda, and bilateral relations have scored many landmark achievements, Browne said, expressing his wish that China can achieve new successes in the post-COVID-19 era."
