name,time,content
Result matters -- foreigners share views on China's COVID-19 fight,"08:28, December 26, 2022","
	,
	,
	,
	BEIJING, Dec. 25 (Xinhua) -- For the past three years, Mauro De Felip, general manager of Ferrero China, has been spending most of his time in China, particularly in Shanghai.,
	""I think that China has been particularly successful in managing the pandemic since the very beginning of 2020, without compromising the health of its people, which is the top priority of the government of course,"" De Felip said.,
	After experiencing the country's hard but extraordinary fight against the virus over the past three years, many foreigners working or studying in China have offered their insights into China's evolving COVID-19 response strategy.,
	,
	De Felip remembers in particular the first year of the epidemic. ""I think they made the right move at that moment. And the results are there to also justify this in terms of the containment of the virus and the protection of the Chinese people at the end."",
	Facing the COVID-19 in early 2020, China adopted swift, resolute and great efforts to contain the virus and achieved a decisive victory in the battle to defend Hubei Province and its capital city Wuhan in about three months.,
	Data shows that China logged the lowest COVID-19 incidence rate and death toll among all major countries in the world during the period.,
	The principle and practice of putting the people and their lives first, which China has been upholding in the fight against the virus, also impressed Yulia Temelidi, a Russian student at Tsinghua University.,
	""No matter you're a foreigner or you're a citizen of China, it always puts you as a person first,"" said Temelidi, a junior majoring in economy.,
	,
	,
	""I think the overall COVID policy was consistent and well carried out. I felt safe all the time, and the vaccines were provided to us all in a timely manner,"" said Maria Sofia Molina Bulla, an Argentinian who teaches Spanish at Tongling University in east China's Anhui Province.,
	Josef Gregory Mahoney, a professor of politics and international relations at East China Normal University, returned to China in December 2021 from the United States. He praised what he had seen in China as ""an unprecedented public health achievement."",
	""In fact, China has innovated control methods, improved them, and demonstrated their efficacy by saving millions of lives. They have succeeded and are still succeeding. The science has been improved and so have the controls,"" said Mahoney.,
	,
	,
	Ramón Sariego-Villar, managing director for Electrolux China and Northeast Asia, has been in Shanghai since 2019. In his opinion, China has kept things under control over the past few years, not only from the standpoint of COVID-19 prevention, but also from an economic perspective.,
	""In 2020 and 2021, we had fantastic results. We have record high sales and even a very good profitability. And this year still, we are on track. So very good results I would say,"" Sariego-Villar said.,
	Mahoney said some international critics of China's COVID-19 policy underestimate the global public health value of the controls, which, aside from protecting the roughly 20 percent of the world's population that lives in China itself, has also suppressed countless new mutations and new economic disruptions that would have further imperiled global supply chains.,
	,
	In the view of Molina Bulla, these past three years have bought China enough time to deal with the virus. ""The health sector is in much better condition, both theoretically and practically, and the virus is not as deadly as before,"" she said. ""And also, it had enough time to make sure the population gets vaccinated."",
	Mahoney has also seen China's efforts over the past several months to make epidemic controls less onerous and more efficient.,
	""What we are seeing is an orderly, gradualist transition that accounts for China's unique demographic challenges. We can seek a different path, which I think is what we are trying to do in China presently, feeling the stones by crossing the river,"" he said, adding that this includes new policies that aim to ensure livelihoods while fighting COVID-19 resurgences, which are being implemented.,
	,
	,
	However, the professor noted, some countries look at China through a perverse lens: they fail to acknowledge the country's successes, because they politicize everything about China ideologically.,
	De Felip held a similar view. He said the new measures that China has taken in optimizing COVID-19 response will allow the country to adapt better to the new variant of the virus. ""I really think that will also allow the country to go into a new phase of the management of the virus and a new normal step by step."",
	The interviewed foreigners are optimistic about China's recovery in normal life and work, believing it will have a positive impact on the economy overall.,
	""Step by step, we need to rebuild the consumer confidence. And when the consumer confidence comes back, the consumer demand will come back as well,"" Sariego-Villar said.,
	,
	,
	He said his company was able to move to a new office in Hongkou District, Shanghai, with the support of the local government, indicating the local government's interest in attracting foreign investment and driving business.,
	""We have been able to prevent the epidemic and continue developing the economy well at the same time,"" Sariego-Villar said.,
	Molina Bulla said China's COVID-19 policies and experience in this regard would enable the country to be well-guarded for any other viruses that might come in the future. ""People know now what to do, how to organize themselves, and not to panic, and the government has proved that it can take care of its people no matter what,"" she said."
India's latest stealth-class warship commissioned into navy,"13:16, December 19, 2022","
	NEW DELHI, Dec. 18 (Xinhua) -- India's federal Defense Minister Rajnath Singh Sunday commissioned INS Mormugao, a P15B stealth-guided missile destroyer, into the Indian navy.,
	The warship was commissioned at the naval dockyard in Mumbai, the capital city of Maharashtra.,
	The warship is named after Mormugao, a seaport city situated in Goa.,
	The warship is propelled by four powerful gas turbines and capable of achieving speeds of over 30 knots. It is equipped with surface-to-surface and surface-to-air missiles and modern surveillance radar."
MBTs maneuver to training field,"10:00, December 15, 2022","
	,
	Main battle tanks (MBTs) attached to an armored element of a combined-arms regiment under the PLA Xinjiang Military Command are en route to the training field during a tactical maneuver training exercise on November 30, 2022. (eng.chinamil.com.cn/Photo by Yuan Kai),
	,
	Main battle tanks (MBTs) attached to an armored element of a combined-arms regiment under the PLA Xinjiang Military Command are en route to the training field during a tactical maneuver training exercise on November 30, 2022. (eng.chinamil.com.cn/Photo by Yuan Kai),
	,
	Main battle tanks (MBTs) attached to an armored element of a combined-arms regiment under the PLA Xinjiang Military Command are en route to the training field during a tactical maneuver training exercise on November 30, 2022. (eng.chinamil.com.cn/Photo by Yuan Kai)"
Chopper and supply ship engage in exercise,"10:34, December 20, 2022","
	,
	A ship-borne helicopter lands onto a warship attached to a combat support flotilla with the navy under the PLA Northern Theatre Command during a training exercise held on November 15, 2022. (eng.chinamil.com.cn/Photo by Zhou Yuanzhi),
	,
	A supply ship attached to a combat support flotilla with the navy under the PLA Northern Theatre Command conducts alongside replenishment and astern replenishment at the same time during a training exercise held on November 16, 2022. (eng.chinamil.com.cn/Photo by Zhou Yuanzhi)"
"China, Russia to hold joint naval exercise from Dec. 21","09:35, December 21, 2022","
	,
	,
	BEIJING, Dec. 20 (Xinhua) -- Chinese and Russian navies will hold the joint naval exercise ""Joint Sea 2022"" in waters east of the sea area from Zhoushan to Taizhou, east China's Zhejiang Province, starting from Dec. 21, according to the Chinese navy.,
	The exercise will be held in accordance with the annual cooperation plan between the Chinese and Russian militaries.,
	The joint exercise aims to demonstrate the determination and capability of the two sides to jointly respond to maritime security threats and maintain international and regional peace and stability, and to further deepen China-Russia comprehensive strategic partnership of coordination for a new era.,
	,
	,
	,
	"
Type 055 large destroyer leads PLA warships in island chain-breaking voyage,"16:58, December 16, 2022","
	,
	,
	Led by a 10,000 ton-class large destroyer, a group of warships of the Chinese People’s Liberation Army (PLA) Navy reportedly sailed beyond the first island chain on Wednesday via two strategically important straits near Japan, a routine exercise experts said on Thursday sent a signal amid Japan’s recent militaristic moves, including updates to its national security strategies with the plan to increase military spending and referring to China as a ""strategic challenge."",
	Japan's Maritime Self-Defense Force spotted a PLA Navy flotilla consisting of the Type 055 large destroyer Lhasa, the Type 052D destroyer Kaifeng and the Type 903A replenishment ship Taihu sailing from the East China Sea through the Osumi Strait into the West Pacific from Tuesday to Wednesday and a PLA Navy electronic reconnaissance vessel with hull number 796 sailing from the East China Sea through the Miyako Strait into the West Pacific from Monday to Wednesday, Japan's Ministry of Defense Joint Staff said in two press releases on Wednesday.,
	This is the second time the Lhasa has made a voyage into distant waters this year, with the first one in June, when it led a flotilla of a similar configuration into the Sea of Japan, and then sailed in a circle around Japan before returning, according to releases by Japan's Ministry of Defense Joint Staff at the time.,
	The latest voyage is likely a regular far sea training exercise carried out according to training schedules, which is aimed at enhancing the Lhasa and other vessels’ operational capabilities in far sea, a Beijing-based military expert told the Global Times on Thursday, requesting anonymity.,
	It also comes at a time when Japan recently updated its national security strategies, which plan to increase the country’s military spending and referred to China as a ""strategic challenge."",
	Japan is also planning to purchase Tomahawk cruise missiles from the US, which experts believe are of a type of aggressive, standoff weapon that can be used in first attacks, going against Japan’s pacifist constitution set after Japan’s defeat in World War II.,
	It also came after a senior official of Japan’s ruling Liberal Democratic Party recently also visited the island of Taiwan and made irresponsible remarks on China.,
	While the PLA warships’ far sea training is routine and not aimed at any third party, it will display the PLA’s capabilities in safeguarding China’s national sovereignty, territorial integrity and development interests, as well as defending the post-World War II international order, the expert said."
Fighter jet conducts flight training exercise,"11:22, December 19, 2022","
	,
	A fighter jet attached to an aviation brigade under the PLA Air Force fires rockets against ground targets during a flight training exercise on November 15, 2022. (eng.chinamil.com.cn/Photo by Liang Pengyu),
	,
	A fighter jet attached to an aviation brigade under the PLA Air Force practices diving maneuver during a flight training exercise on November 15, 2022. (eng.chinamil.com.cn/Photo by Liang Pengyu)"
31 sailors missing after Thai warship sinks in storm,"15:15, December 19, 2022","
	BANGKOK, Dec. 19 (Xinhua) -- Thai warships and helicopters were working to rescue 31 missing sailors after a navy ship sank in the Gulf of Thailand, the Royal Thai Navy (RTN) said on Monday.,
	A total of 106 crew were on board the corvette HTMS Sukhothai, which sank during a storm. By noon on Monday, 75 of them had been brought to safety, according to the RTN statement posted on its Twitter account.,
	The HTMS Sukhothai sank at around 00:12 a.m. local time Monday (1712 GMT Sunday), following a loss of power and consequently flooding of the ship, RTN spokesperson admiral Pokkrong Monthatpalin said.,
	The warship was on patrol 20 nautical miles from the port in Bang Saphan district of Prachuap Khiri Khan province when strong waves caused water to enter the electrical systems, which resulted in a loss of power and control for the ship.,
	The RTN has dispatched three frigates and two helicopters with rescue equipment to the scene, but strong winds and waves prevented rescue efforts, according to the statement."
MBTs rumble through smoke and dust,"14:05, December 24, 2022","
	,
	Tankmen assigned to a brigade under the PLA 77th Group Army drive a main battle tank through smoke and dust in complex terrain during a field maneuver training exercise on December 4, 2022. (eng.chinamil.com.cn/Photo by Huang Tengfei and Tang Chaocheng)"
Soldiers conduct firing exercise in real-combat training,"13:52, December 26, 2022","
	,
	Armored vehicles attached to a brigade under the PLA 73rd Group Army are en route to the designated training field in combat training on November 19, 2022. (eng.chinamil.com.cn/Photo by Liu Zhiyong)"
China's defense spokesperson pledges action on separatist activities,"10:06, December 30, 2022","
	,
	,
	BEIJING, Dec. 29 (Xinhua) -- A Chinese defense spokesperson warned on Thursday that the People's Liberation Army (PLA) will take action against separatist activities wherever they occur.,
	Speaking at a press conference, Tan Kefei, spokesperson for the Ministry of National Defense, said that rather than trying all means to analyze the operations of the PLA Air Force, Taiwan's Democratic Progressive Party authorities would do better to face reality and historical facts, understand the general trend of reunification and what people support, and reflect on their wrong words and deeds that have attempted to rely on foreign forces and seek independence by force.,
	It is always the PLA's duty to safeguard national sovereignty and deter separatists for ""Taiwan independence,"" Tan said.,
	The PLA will always be prepared to crush separatist activities and external interference in any form, and to defend national sovereignty and territorial integrity, he said."
"China, Russia hold joint naval exercise","09:28, December 23, 2022","
	,
	,
	ABOARD DESTORYER JINAN, Dec. 22 (Xinhua) -- Chinese and Russian navies on Wednesday kicked off a joint naval exercise, Joint Sea 2022, in the East China Sea.,
	The drill, based on the annual cooperation schedule between the two militaries, focuses on the joint maintenance of maritime security.,
	The exercise involves joint operations on blockade and control, visit, board, search and seizure (VBSS), air defense, rescue, anti-submarine, and others.,
	""All the courses involve operations that the Chinese navy might use in the future while coping with maritime challenges and safeguarding regional peace and stability,"" said Zhang Huiwu, a commander from the Chinese navy.,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	"
Fighter jets get ready for training,"10:46, January 01, 2023","
	,
	A fighter jet attached to an aviation brigade of the air force taxies on the runway to get ready for a flight training exercise on December 9, 2022. (eng.chinamil.com.cn/Photo by Cui Baoliang)"
China's defense spokesperson urges Japan to scrap beggar-thy-neighbor practices,"10:13, December 30, 2022","
	,
	,
	BEIJING, Dec. 29 (Xinhua) -- A Chinese defense spokesperson on Thursday urged Japan to drop its beggar-thy-neighbor practices and stop treating neighbors as enemies.,
	Tan Kefei, spokesperson for China's Ministry of National Defense, made the remarks at a regular press conference in response to media reports on Japan's recent revisions in several security documents that defined China as the greatest-ever strategic challenge to Japan and included content related to Japan's military build-up and the Taiwan question.,
	The China-related contents of the documents distort facts and are fraught with prejudice, promoting the so-called China threat, Tan said, adding that the contents slander the development of China's national defense and armed forces, as well as their normal military activities, grossly interfered in China's internal affairs and provoked tensions in the region.,
	Tan voiced firm opposition to such content.,
	Facts have proved that China is a partner to other countries and offers them development opportunities, and that the Chinese armed forces are a staunch force safeguarding world peace and have never challenged or threatened anyone, Tan said.,
	Japan, on the contrary, has been significantly increasing its defense spending and stepping up the development of military technologies in response to the so-called external threat, Tan said.,
	Tan also rebuked Japan for its enhanced military cooperation with the United States, saying that Japan has become an actual ""challenge"" to regional peace, security and stability.,
	Regarding the Taiwan question, Tan stressed that Taiwan belongs to China and the Taiwan question is a matter that falls under China's internal affairs, in which Japan is in no position to interfere.,
	Noting that the year 2023 will mark the 45th anniversary of the signature of the China-Japan Treaty of Peace and Friendship, Tan urged Japan to scrap its beggar-thy-neighbor practices and stop treating neighbors as enemies.,
	Japan should devote more efforts to safeguarding peace and stability in the region, Tan said."
Ukraine comes under major Russian missile attacks,"11:10, December 30, 2022","
	KIEV/MOSCOW, Dec. 29 (Xinhua) -- Ukraine on Thursday came under major missile attacks carried out by Russian forces from strategic aircraft and ships, the Air Force Command of the Ukrainian Armed Forces has said.,
	The strikes followed overnight attacks with kamikaze drones across Ukraine, the Ukrainian Air Force Command said in a statement on Facebook.,
	Ukrainian Presidential Advisor Mykhailo Podolyak said that more than 120 missiles were launched against Ukraine on Thursday morning.,
	Media reports said air raid sirens rang out across the country and in Kiev sounded for five hours.,
	In Kiev, at least two people were injured as a result of the impact on a private house in the southeastern Darnytskyi district, Mayor Vitali Klitschko said.,
	At least four S-300 missiles hit critical infrastructure facilities in the city of Kharkiv in the east of Ukraine, Kharkiv regional governor Oleg Sinegubov said.,
	Local authorities also reported explosions in the Lviv region in the west of Ukraine, and in the Poltava region in the central part of the country.,
	In the southern Odesa region, fragments of a cruise missile fell on a residential building, Kyrylo Tymoshenko, deputy head of the Ukrainian president's office, said on Telegram.,
	Citing Ukrainian media outlets, the Russian Defense Ministry's Zvezda broadcaster reported that explosions were heard in Kiev on Thursday morning.,
	Eyewitnesses reported strong blasts in the northwest of the Ukrainian capital and its outskirts, and according to some people in Kiev, glass was shaking in apartment buildings, it said.,
	No more information is available at the moment from the Russian side."
Sino-Russian joint naval exercise starts,"10:09, December 22, 2022","
	,
	,
	The Chinese and Russian navies started a weeklong joint exercise on Wednesday in the East China Sea, according to a spokesman for the People's Liberation Army Navy.,
	Senior Captain Gao Xiucheng said the Joint Sea 2022 naval exercise would involve operations like an area blockade, air defense, search and rescue, and anti-submarine strike.,
	He said the joint exercise aims to demonstrate the determination and capability of the two sides to jointly respond to maritime security threats and maintain international and regional peace and stability, noting that it would further deepen the China-Russia comprehensive strategic partnership.,
	According to the spokesman, five ships from the PLA Navy's East Sea and North Sea fleets, including CNS Baotou, a Type 052DL guided-missile destroyer, and CNS Binzhou, a Type 054A guided-missile frigate, would participate in the exercise along with submarines, early-warning aircraft and helicopters from the Chinese navy.,
	Five warships from the Russian navy are taking part, including the Slava-class missile cruiser Varyag, the flagship of the Pacific Fleet, and the Udaloy-class guided-missile destroyer Marshal Shaposhnikov.,
	Gao said the Joint Sea naval exercises have become a major platform for the two navies to strengthen their strategic mutual trust, foster friendship and hone joint operation capabilities.,
	This year's exercise will feature realistic combat scenarios and new training methods. It is expected to further develop the two navies' cooperation and communication, he said.,
	This is the 10th such exercise between the Chinese and Russian navies since April 2012, when the first was held in the Yellow Sea.,
	In a news release published on Tuesday, China's Defense Ministry said the joint naval exercise was arranged according to an annual cooperation plan between the Chinese and Russian militaries and would be conducted in the waters east of Zhoushan and Taizhou, two cities in East China's Zhejiang province.,
	Song Zhongping, a military affairs commentator and retired officer from the PLA, said on Wednesday the fact that there would be air defense and antisubmarine operations in the joint exercise indicates a high level of mutual trust between the two militaries.,
	He said that the Chinese and Russian ships will conduct a joint patrol operation after the exercise, and that will also be a good opportunity for the two sides to practice cooperation maneuvers.,
	""During the joint patrol, there will definitely be foreign ships and aircraft carrying out close reconnaissance, and the Chinese and Russian forces will respond by sending vessels and planes to intercept. That will be a good chance for them to rehearse their tactics,"" Song said."
