name,time,content
Air assault brigade conducts air-ground coordination training,"09:51, February 03, 2023","
	,
	Airmen assigned to an air assault brigade of the PLA Air Force airborne troops fast-rope from a transport helicopter during a recent air-ground coordination training exercise. (eng.chinamil.com.cn/Photo by Li Xuyang)"
PLA Army soldiers in force-on-force training exercise,"10:33, February 06, 2023","
	,
	Soldiers assigned to a combined-arms brigade under the PLA 75th Group Army practise combat skills during a comprehensive force-on-force training exercise held in late January, 2023. (eng.chinamil.com.cn/Photo by Teng Zhaosen)"
Two Chinese naval escort taskforces launch joint training exercise,"10:06, February 07, 2023","
	,
	,
	BEIJING, Feb. 6 -- From February 3 to 4, local time, the Chinese 42nd and 43rd naval escort taskforces carried out a multi-subject joint training exercise in the Gulf of Aden and waters off Somali.,
	At 9:00 am on February 3, the comprehensive supply ship Kekexilihu (Hull 903) of the 42nd Chinese naval escort taskforce acted as a merchant ship. Ship Huainan (Hull 123) and ship Rizhao (Hull 598) of the 42nd escort taskforce, and the ship Nanning (Hull 162), ship Sanya (Hull 574) and ship Weishanhu (Hull 887) of the 43rd escort taskforce were deployed around the simulated merchant ship and kept on high alert.,
	During the joint escort exercise, the two escort taskforces took turns to undertake command. They maintained close coordination, kept in touch with the ""merchant ship"" in real time, and conducted multiple anti-terrorism and anti-piracy drills. The guided missile destroyer Huainan also sent a ship-borne helicopter to patrol forward.,
	It is learned that the 42nd Chinese naval escort taskforce has completed escort tasks for 29 Chinese and foreign ships in 20 batches when on duty. Next, the two taskforces will hold a handover ceremony in waters of the Gulf of Aden, after which the 43rd Chinese naval escort taskforce is to independently carry out the following escort tasks."
Military vehicles maneuver in real-combat training,"09:26, February 01, 2023","
	,
	Military vehicles attached to a regiment under the PLA Xinjiang Military Command maneuver quickly en route to the designated area at the elevation of 5300 meters in the real-combat training in middle January, 2023. (eng.chinamil.com.cn/Photo by Chen Ming)"
Multiple fighter jets in flight training,"08:59, February 02, 2023","
	,
	An Airborne Early Warning (AEW) aircraft attached to an aviation division of air force under the PLA Southern Theater Command speeds up to take off in a recent flight training exercise. (eng.chinamil.com.cn/Photo by Gao Hongwei)"
Sailors engage in combat training exercise,"11:04, February 07, 2023","
	,
	Two warships attached to a frigate flotilla with the navy under the PLA Northern Theater Command sail in formation during a combat training exercise held on January 6, 2023. (eng.chinamil.com.cn/Photo by Wang Guangjie)"
Recruits conduct parachuting training,"08:41, January 29, 2023","
	,
	Recruits assigned to an airborne unit of the PLA Air Force queue up for boarding a transport plane before a parachuting training exercise in mid-January, 2023. (eng.chinamil.com.cn/Photo by Sheng Chao),
	,
	Recruits assigned to an airborne unit of the PLA Air Force jump out of the aircraft during a parachuting training exercise in mid-January, 2023. (eng.chinamil.com.cn/Photo by Sheng Chao),
	,
	Recruits assigned to an airborne unit of the PLA Air Force maneuver their parachutes in the sky during a parachuting training exercise in mid-January, 2023. (eng.chinamil.com.cn/Photo by Sheng Chao),
	,
	Recruits assigned to an airborne unit of the PLA Air Force maneuver their parachutes in the sky during a parachuting training exercise in mid-January, 2023. (eng.chinamil.com.cn/Photo by Sheng Chao),
	,
	Recruits assigned to an airborne unit of the PLA Air Force descend to the drop zone during a parachuting training exercise in mid-January, 2023. (eng.chinamil.com.cn/Photo by Sheng Chao)"
Air Force logistics training base organizes explosive ordnance disposal training,"14:34, February 05, 2023","
	,
	An operator assigned to a logistics training base of the PLA Air Force participates in an explosive ordnance disposal training exercise on January 19, 2023. (eng.chinamil.com.cn/Photo by Shen Weihong)"
Main battle tanks rumble in snow-covered area,"08:41, February 08, 2023","
	,
	Main battle tanks attached to a tank element of the army rumble through snowfield during a training exercise in late-January, 2023. (eng.chinamil.com.cn/Photo by He Rui)"
"LCA, MiG-29K make maiden landing on, take-off from India's indigenous aircraft carrier: navy","10:30, February 07, 2023","
	NEW DELHI, Feb. 6 (Xinhua) -- The naval variant of indigenously made light combat aircraft (LCA) ""Tejas"" and a fighter jet MiG-29K on Monday made a successful landing on and take-off from India's first indigenous aircraft carrier ""INS Vikrant,"" announced the Indian Navy.,
	The Indian Navy described it as a ""momentous step"" forward toward the realization of the country's collective vision of ""Self Reliant India."",
	""The maiden landing of the MiG-29K also heralds the integration of the fighter aircraft with INS Vikrant,"" said Indian Navy Chief Admiral R. Hari Kumar.,
	The ship sailed for its maiden sea trials on Aug. 4, 2021, and was commissioned into the Indian Navy on Sept. 2 last year."
"China joins multinational naval drills in Pakistan, contributing to safeguarding sea lines, CPEC","10:46, February 12, 2023","
	,
	,
	China, together with host Pakistan and more than 50 participating countries, kicked off the AMAN-23 multinational maritime exercise in Karachi on Friday. The drills are expected to enhance the participants' interoperability against instabilities and threats in the Indian Ocean region and safeguard vital international sea lines of communication and the China-Pakistan Economic Corridor (CPEC).,
	A grand opening ceremony for the five-day AMAN-23 exercise was held on Friday morning at the Pakistan Navy Dockyard, in front of the PNS Taimur, a Type 054A/P guided missile frigate that China built for Pakistan. Honor guards raised the participating countries' national flags, while balloons and pigeons representing peace were released into the skies.,
	Under the motto ""Together for Peace"", this is the eighth edition of the AMAN exercises since 2007. It is divided into two phases: harbor and sea.,
	The harbor phase involves seminars, operational discussions, and professional demonstrations among other preparations, and the sea phase includes tactical maneuvers, anti-piracy, counterterrorism, search and rescue, live-fire shooting as well as air defense exercises, and will be followed by an international fleet review.,
	AMAN is a message of peace and of being together with our friends and partners from all over the world, including China, Vice Admiral Ovais Ahmed Bilgrami, Commander of the Pakistan Fleet, told the Global Times on the sidelines at the opening ceremony.,
	""We want to build mutual capacities and mutual understandings so that we can all work together to ensure peace and security at sea,"" he said.,
	""China has been our greatest friend. There's no doubt that whatever the future holds for us at sea, it would not be possible without China. The China and Pakistan friendship is going to prosper further at sea,"" said Commodore Sohail Ahmed Azmie, Commander of the Auxiliary and Mine Squadron of the Pakistan Navy.,
	He told the Global Times at the event that the Pakistan Navy has been operating with the Chinese People's Liberation Army (PLA) Navy, and in the future, this trend is going to be enhanced.,
	The participating vessel from China is the Nanning, a Type 052D guided missile destroyer that is part of the PLA Navy's 43rd escort task force to the Gulf of Aden and waters off Somalia, which set out from a naval port in Zhanjiang, South China's Guangdong Province on January 10.,
	It is the Nanning's first time participating in such a mission. The domestically developed warship has received an upgraded propulsion system among many other modifications, the PLA Navy said in a press release at the time.,
	The Nanning arrived at Karachi on Thursday, and was met with a warm welcome from the host country.,
	Admiral M Amjad Khan Niazi, Chief of the Naval Staff of the Pakistan Navy, told the Global Times in an exclusive interview prior to the exercise that there are a number of non-traditional threats that prevail in the wider Indian Ocean region such as terrorism, piracy, drug smuggling, and arms trafficking. The vastness of the oceans makes the maritime arena an attractive avenue for illegal activities, and no country has the capability to singlehandedly counter these challenges.,
	The exercise is conducted with the aim of developing synergy between participating naval units to tackle maritime security challenges by enhancing interoperability between regional and extra-regional navies at different levels of technological prowess, he said.,
	As a maritime nation, Pakistan has substantial stakes in keeping its seas safe and secure, including the operationalization of the CPEC project and the global energy highway, the Global Times learned at the exercise.,
	The first edition of the Pakistan International Maritime Expo and Conference (PIMEC) was also launched on Friday in Karachi, concurrently with the AMAM-23 exercise.,
	Initiated by the Pakistan Navy, PIMEC aims to showcase the potential of Pakistan's maritime sector and draw attention to the contribution that the maritime industry can make to the development of the blue economy. "
Soldiers practice reconnaissance skills on plateau,"09:12, January 31, 2023","
	,
	Soldiers assigned to a PLA army brigade stationed in Xizang climb up a cliff covered by thick ice layer with professional climbing equipment such as pickaxes and nailed climbing boots during a reconnaissance training exercise on plateau in late December of 2022. (eng.chinamil.com.cn/Photo by Yang Kai)"
Submarine steams for real-combat training,"10:30, February 10, 2023","
	,
	Two towboats attached to a naval submarine flotilla under the PLA Northern Theater Command tow a submarine to bear off a port for real-combat training recently. (eng.chinamil.com.cn/Photo by Wu Haodong)"
Soldiers rush to board helicopter during air-ground exercise,"11:06, February 09, 2023","
	,
	Soldiers assigned to an army brigade line up to board a helicopter during an air-ground training exercise recently. (eng.chinamil.com.cn/Photo by Sun Changyi)"
Fighter jets soar into air,"08:49, February 13, 2023","
	,
	Fighter jets attached to an aviation brigade of the air force under the PLA Eastern Theater Command taxi in close formation on the flightline before takeoff for a round-the-clock flight training exercise in early February, 2023. (eng.chinamil.com.cn/Photo by Fu Gan)"
In pics: full dress rehearsal of Aero India 2023,"09:42, February 12, 2023","
	,
	Indian Air Force's Sarang helicopters perform aerobatic maneuvers during the full dress rehearsal of the Aero India 2023 at Yelahanka air base in Bengaluru, India, Feb. 11, 2023. The event will be held here from Feb. 13 to 17 this year. (Str/Xinhua),
	,
	A French-made Rafale fighter jet performs during the full dress rehearsal of the Aero India 2023 at Yelahanka air base in Bengaluru, India, Feb. 11, 2023. The event will be held here from Feb. 13 to 17 this year. (Str/Xinhua),
	,
	Aircraft perform during the full dress rehearsal of the Aero India 2023 at Yelahanka air base in Bengaluru, India, Feb. 11, 2023. The event will be held here from Feb. 13 to 17 this year. (Str/Xinhua),
	,
	Aircraft perform during the full dress rehearsal of the Aero India 2023 at Yelahanka air base in Bengaluru, India, Feb. 11, 2023. The event will be held here from Feb. 13 to 17 this year. (Str/Xinhua)"
