name,time,content
Highlights of PLA airborne force in 2022,"15:52, January 03, 2023","
			 ,
	A video highlighting the prowess of the People's Liberation Army Airforce and showcasing the high morale of their troops.,
	"
"China, Russia conclude joint naval exercise","09:04, December 28, 2022","
	,
	,
	ABOARD DESTORYER JINAN, Dec. 27 (Xinhua) -- Chinese and Russian navies concluded a seven-day joint naval exercise Tuesday in the East China Sea.,
	The drill, the 11th of its kind since 2012, was conducted in waters east of the area stretching from Zhoushan to Taizhou, east China's Zhejiang Province.,
	It was held in accordance with the annual cooperation schedule between the two militaries.,
	Despite severe sea conditions, the two navies completed joint operations covering measures including blockade and control, rescue, anti-submarine, and air defense.,
	This joint exercise proved another successful example of cooperation between the Chinese and Russian navies, said Major General Wang Yu of the Chinese navy.,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	,
	"
Ukraine comes under major Russian missile attacks,"11:10, December 30, 2022","
	KIEV/MOSCOW, Dec. 29 (Xinhua) -- Ukraine on Thursday came under major missile attacks carried out by Russian forces from strategic aircraft and ships, the Air Force Command of the Ukrainian Armed Forces has said.,
	The strikes followed overnight attacks with kamikaze drones across Ukraine, the Ukrainian Air Force Command said in a statement on Facebook.,
	Ukrainian Presidential Advisor Mykhailo Podolyak said that more than 120 missiles were launched against Ukraine on Thursday morning.,
	Media reports said air raid sirens rang out across the country and in Kiev sounded for five hours.,
	In Kiev, at least two people were injured as a result of the impact on a private house in the southeastern Darnytskyi district, Mayor Vitali Klitschko said.,
	At least four S-300 missiles hit critical infrastructure facilities in the city of Kharkiv in the east of Ukraine, Kharkiv regional governor Oleg Sinegubov said.,
	Local authorities also reported explosions in the Lviv region in the west of Ukraine, and in the Poltava region in the central part of the country.,
	In the southern Odesa region, fragments of a cruise missile fell on a residential building, Kyrylo Tymoshenko, deputy head of the Ukrainian president's office, said on Telegram.,
	Citing Ukrainian media outlets, the Russian Defense Ministry's Zvezda broadcaster reported that explosions were heard in Kiev on Thursday morning.,
	Eyewitnesses reported strong blasts in the northwest of the Ukrainian capital and its outskirts, and according to some people in Kiev, glass was shaking in apartment buildings, it said.,
	No more information is available at the moment from the Russian side."
China's defense spokesperson pledges action on separatist activities,"10:06, December 30, 2022","
	,
	,
	BEIJING, Dec. 29 (Xinhua) -- A Chinese defense spokesperson warned on Thursday that the People's Liberation Army (PLA) will take action against separatist activities wherever they occur.,
	Speaking at a press conference, Tan Kefei, spokesperson for the Ministry of National Defense, said that rather than trying all means to analyze the operations of the PLA Air Force, Taiwan's Democratic Progressive Party authorities would do better to face reality and historical facts, understand the general trend of reunification and what people support, and reflect on their wrong words and deeds that have attempted to rely on foreign forces and seek independence by force.,
	It is always the PLA's duty to safeguard national sovereignty and deter separatists for ""Taiwan independence,"" Tan said.,
	The PLA will always be prepared to crush separatist activities and external interference in any form, and to defend national sovereignty and territorial integrity, he said."
Fighter jet launchesrockets in live-fire exercise,"11:17, January 10, 2023","
	,
	A fighter jet attached to an aviation brigade of the air force under the PLA Southern Theater Command flies away from the simulated aerial combat zone during a live-fire training exercise on December 8, 2022. (eng.chinamil.com.cn/Photo by Liu Hang),
	,
	A fighter jet attached to an aviation brigade of the air force under the PLA Southern Theater Command fires rockets at mock ground targets during a live-fire training exercise on December 8, 2022. (eng.chinamil.com.cn/Photo by Liu Hang)"
Armored vehicles rumble towards designated area,"13:47, January 03, 2023","
	,
	Armored vehicles attached to an artillery element of a combined-arms brigade under the PLA 77th Group Army rumble towards designated area during a field maneuver training exercise in mid-December. (eng.chinamil.com.cn/Photo by Tian Yudong),
	,
	Armored vehicles attached to an artillery element of a combined-arms brigade under the PLA 77th Group Army rumble towards designated area during a field maneuver training exercise in mid-December. (eng.chinamil.com.cn/Photo by Tian Yudong),
	,
	Armored vehicles attached to an artillery element of a combined-arms brigade under the PLA 77th Group Army rumble towards designated area during a field maneuver training exercise in mid-December. (eng.chinamil.com.cn/Photo by Tian Yudong),
	,
	Armored vehicles attached to an artillery element of a combined-arms brigade under the PLA 77th Group Army rumble towards designated area during a field maneuver training exercise in mid-December. (eng.chinamil.com.cn/Photo by Tian Yudong)"
Airmen conduct parachuting training,"11:12, January 05, 2023","
	,
	Airmen assigned to an airborne brigade of the PLA Air Force queue up for boarding during a parachuting training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Ma Pengfei),
	,
	Airmen assigned to an airborne brigade of the PLA Air Force queue up for boarding during a parachuting training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Ma Pengfei),
	,
	Airmen assigned to an airborne brigade of the PLA Air Force jump out of the aircraft during a parachuting training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Ma Pengfei),
	,
	Airmen assigned to an airborne brigade of the PLA Air Force descend to the drop zone with their parachutes during a parachuting training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Ma Pengfei),
	,
	Airmen assigned to an airborne brigade of the PLA Air Force descend to the drop zone with their parachutes during a parachuting training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Ma Pengfei)"
Soldiers participate in fast-rope training with helicopter,"13:14, January 04, 2023","
	,
	Soldiers assigned to a detachment of the 2nd Mobile Corps under the Chinese People's Armed Police Force conduct assault boat operation during a training exercise on December 2, 2022. (eng.chinamil.com.cn/Photo by Xue Dongdong),
	,
	A soldier assigned to a detachment of the 2nd Mobile Corps under the Chinese People's Armed Police Force fast-ropes down from a helicopter during a training exercise on November 25, 2022. (eng.chinamil.com.cn/Photo by Gao Zhebin)"
"Japanese destroyer runs aground, leaks oil in waters off western prefecture","16:44, January 10, 2023","
	TOKYO, Jan. 10 (Xinhua) -- A Japanese Maritime Self-Defense Force (MSDF) destroyer ran aground in waters off the western prefecture of Yamaguchi, local media cited the Japan Coast Guard and the Ministry of Defense as saying Tuesday.,
	According to the reports, the Inazuma destroyer is leaking oil following the vessel apparently hitting some rocks on the seabed.,
	The incident was reported to the coast guard at around 12:30 p.m. (local time) by the crew of the destroyer who said they felt a powerful ""vibration in the hull."",
	Japan's public broadcaster NHK said that the Ministry of Defense and the Japan Coast Guard confirmed the destroyer came into contact with rocks on the seabed and was unable to move.,
	According to the latest reports, no one was injured in the incident, although a small amount of oil may have leaked into the sea as a result of damage to the vessel.,
	Around 20 crew members on the deck of the stranded vessel were seen throwing what appeared to be a white sheet into the sea to absorb the oil that had flowed out of the stricken destroyer, NHK said."
Naval aviation regiment conducts anti-submarine flight training,"10:32, January 06, 2023","
	,
	Ground crew members assigned to an aviation regiment of the naval force under the PLA Southern Theater Command maintain an antisubmarine aircraft during an antisubmarine flight training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Qin Qianjiang),
	,
	An antisubmarine aircraft attached to an aviation regiment of the naval force under the PLA Southern Theater Command takes off during an antisubmarine flight training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Qin Qianjiang),
	,
	An antisubmarine aircraft attached to an aviation regiment of the naval force under the PLA Southern Theater Command flies to designated air space during an antisubmarine flight training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Qin Qianjiang),
	,
	An antisubmarine aircraft attached to an aviation regiment of the naval force under the PLA Southern Theater Command flies to designated air space during an antisubmarine flight training exercise in late December, 2022. (eng.chinamil.com.cn/Photo by Qin Qianjiang)"
Soldiers fire cannons from MBTs in tactical training,"11:17, January 11, 2023","
	,
	Soldiers assigned to a tank element of a combined-arms brigade under the PLA 81st Group Army fire cannons from a main battle tank at simulated targets during a recent live-fire tactical training exercise. (eng.chinamil.com.cn/Photo by Yang Pengfei and Li Changxing)"
China enacts revised regulations for PLA civilian personnel management,"16:59, January 04, 2023","
	BEIJING, Jan. 4 (Xinhua) -- A set of revised regulations regarding the management of civilian personnel of China's People's Liberation Army has come into effect on Jan. 1, 2023, after being approved by the State Council and the Central Military Commission.,
	The revised regulations will further improve policies related to recruitment, career development, incentives, retirement, and other aspects of civilian personnel management.,
	It is expected that the regulations will make civilian personnel management more professional, refined, and scientific, and facilitate the high-quality development of the civilian personnel workforce.,
	The regulations are considered the basic rules which comprehensively regulate the management of civilian personnel in the Chinese armed forces. Originally released in 2005, they were previously revised in 2017."
Fireteam conducts combat training exercise,"11:01, January 09, 2023","
	,
	Soldiers assigned to a fireteam of an airborne brigade fire a mortar at simulated target during a recent combat training exercise to hone the troops' combat capabilities. (eng.chinamil.com.cn/Photo by Yang Jielin),
	,
	A soldier assigned to a fireteam of an airborne brigade fires a howitzer at simulated target during a recent combat training exercise to hone the troops' combat capabilities. (eng.chinamil.com.cn/Photo by Yang Jielin)"
Fighter jets get ready for training,"10:46, January 01, 2023","
	,
	A fighter jet attached to an aviation brigade of the air force taxies on the runway to get ready for a flight training exercise on December 9, 2022. (eng.chinamil.com.cn/Photo by Cui Baoliang)"
China’s Type 052D destroyer gets upgraded propulsion system,"10:15, January 12, 2023","
	,
	,
	China's independently developed Type 052D destroyer has reportedly received an upgraded propulsion system, a move analysts said on Wednesday is a normal progression with the technological development and the continued production of ships of this class.,
	The 43rd escort task force of the Chinese People's Liberation Army (PLA) Navy set out on Tuesday from a naval port in Zhanjiang, south China's Guangdong Province for the Gulf of Aden and waters off Somali to succeed the mission of the 42nd escort task force, the PLA Navy said in a statement on the day.,
	The flotilla is composed of the Type 052D guided missile destroyer Nanning, the Type 054A guided missile frigate Sanya, and the Type 903 comprehensive supply ship Weishanhu, with two helicopters and dozens of special operation soldiers among a total of more than 700 sailors on board, according to the statement attached with photos.,
	It is the first time the Nanningwill join an escort mission, the PLA Navy said.,
	The Nanning, a destroyer independently developed by China, received an upgraded propulsion system among many other modifications, the PLA Navy statement reads.,
	Since its commissioning, the Nanninghas joined dozens of major exercise missions including far sea training and combat alert patrols, during which it conducted live-fire missile launches several times, the PLA Navy revealed.,
	The Nanningmade its public debut in June 2021in an exercise in the South China Sea, and judging from its appearance, it is an upgraded variation of the Type 052D destroyer with an extended helicopter flight deck to host the newly developed Z-20 utility helicopter and a new anti-stealth radar to counter stealth aircraft, media reported at the time.,
	As the PLA Navy's main type of surface combatant, the Type 052D destroyer has been constructed and commissioned in large numbers, a Chinese military expert who requested anonymity told the Global Times on Wednesday.,
	During the decade-long production of Type 052Ds, it is quite normal that new technologies are implemented in newer ships, the expert said. ""The Type 052D will become more powerful with these new technologies and experiences previous ships have gathered."",
	According to publicly available information and media reports, the first Type 052D, the Kunming, was commissioned in 2014, and 25 have been launched since. Additional hulls were spotted under construction in August 2022.,
	The Type 052D is very reliable and uses mature technologies, making it suitable for mass production, Wei Dongxu, a Beijing-based military expert, told the Global Times in a previous interview.,
	China also displayed the export version of Type 052DE destroyer at Airshow China 2022 held in Zhuhai, south China's Guangdong Province."
Helicopters in round-the-clock flight training,"10:35, January 13, 2023","
	,
	Helicopters attached to an army aviation brigade under the PLA 80th Group Army hover for next maneuver in a round-the-clock flight training exercise in mid-December, 2022. (eng.chinamil.com.cn/Photo by Liu Yuchen)"
